GLOTTOCODE	NAME	ISO_CODE	LATITUDE	LONGITUDE	GLOTTOLOG_FAMILY	TRESOLDI_GENUS	WALS_GENUS	WALS_SAMPLES100	WALS_SAMPLES200	AUTOTYP_STOCK	AUTOTYP_MBRANCH	AUTOTYP_SBRANCH	AUTOTYP_SSBRANCH	AUTOTYP_LSBRANCH
tete1252	Tetete	teb	-0.02668	-76.5761	Bookkeeping									
teto1234	Tetovo				Indo-European	Slavic								
tets1235	Tetserret	tez	14.973333	5.699722	Afro-Asiatic	Berber								
tetu1245	Tetum	tet	-9.11217	125.528	Austronesian	Central Malayo-Polynesian	Central Malayo-Polynesian	False	False	Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	Central Malayo-Polynesian non-clade	Central Malayo-Polynesian non-clade
tetu1246	Tetun Dili	tdt	-8.58405	125.583	Austronesian	Central Malayo-Polynesian								
teud1237	Te'uda				Austronesian	Atayalic								
teui1238	Teüi				Tupian	Tupi-Guaraní								
teun1241	Te'un	tve	-6.97086	129.143718	Austronesian	Central Malayo-Polynesian								
teus1236	Teushen		-43.187556	-70.187989	Chonan	Chon Proper								
teut1235	Teutila Cuicatec	cut	17.9029	-96.6645	Otomanguean	Mixtecan	Mixtecan	False	False	Otomanguean	Mixtecan	Mixtecan	Mixtecan	Mixtecan
tevr1238	Tevriz				Turkic	Turkic								
tewa1259	Tewatewa				Austronesian	Oceanic								
tewa1260	Rio Grande Tewa	tew	35.9053	-106.124	Kiowa-Tanoan	Kiowa-Tanoan	Kiowa-Tanoan	False	False	Kiowa-Tanoan	Tewa	Tewa	Tewa	Tewa
tewe1238	Tewe	twx	-18.4459	33.8246	Atlantic-Congo	Bantoid								
texa1234	Texas South English				Indo-European	Germanic								
texc1235	Texcatepec Otomi	otx	20.7342	-98.2663	Otomanguean	Otomian								
texi1237	Texistepec Popoluca	poq	17.8926	-94.8076	Mixe-Zoque	Mixe-Zoque				Mixe-Zoque	Mixe-Zoque	Mixe-Zoque	Mixe-Zoque	Mixe-Zoque
texm1235	Texmelucan Zapotec	zpz	16.49197	-97.08947	Otomanguean	Zapotecan	Zapotecan	False	False	Otomanguean	Zapotecan	Zapotecan	Zapotecan	Zapotecan
tezo1238	Tezoatlán Mixtec	mxb	17.6155	-97.9002	Otomanguean	Mixtecan								
tezo1239	Tezoatlán		17.65084	-97.809724	Otomanguean	Mixtecan								
tezz1239	Tez				Tungusic	Tungusic								
tfue1237	Tfuea				Austronesian	Tsou								
thaa1239	Tha	thy	9.21338	11.1751	Atlantic-Congo	Gur								
thab1238	Thabanggi				Sino-Tibetan	Mahakiranti								
thac1235	Thachanadan	thn	11.2651	76.3642	Dravidian	Southern Dravidian								
thad1238	Thado Chin	tcz	24.096	93.722	Sino-Tibetan	Kuki-Chin	Kuki-Chin	False	False	Sino-Tibetan	Kukish (Mizo-Kuki-Chin)	Northern Chin	Northern Chin	Northern Chin
thag1240	Thagichu				Atlantic-Congo	Bantoid								
thai1240	Thai Sign Language	tsq	13.7837	100.445	Sign Language	Sign Languages	Sign Languages	False	False	Sign Language Thai	Sign Language Thai	Sign Language Thai	Sign Language Thai	Sign Language Thai
thai1259	Thai Song	soa	13.2136	99.8651	Tai-Kadai	Kam-Tai								
thai1260	Thai Malay				Tai-Kadai	Kam-Tai								
thai1261	Thai	tha	14.192	100.671	Tai-Kadai	Kam-Tai	Kam-Tai	True	True	Tai-Kadai	Tai-Kadai	Tai-Kadai	Tai-Kadai	Tai-Kadai
thak1243	Thakuri				Indo-European	Indic								
thak1245	Thakali	ths	28.7014	83.6466	Sino-Tibetan	Bodic	Bodic	False	False	Sino-Tibetan	Bodic	Tamangic (TGTM)	Tamangic (TGTM)	Tamangic (TGTM)
thal1241	Thali				Indo-European	Indic								
thal1242	Thal				Indo-European	Indic								
than1254	Thang				Austroasiatic	Viet-Muong								
than1255	Thangal Naga	nki	25.3472	93.8396	Sino-Tibetan	Kuki-Chin								
than1256	Thangngen				Sino-Tibetan	Kuki-Chin								
than1257	Thangkachep				Sino-Tibetan	Kuki-Chin								
than1259	Thangmi	thf	28.7554	85.7657	Sino-Tibetan	Mahakiranti	Mahakiranti	False	False	Sino-Tibetan	Remnant Himalayish	Remnant Himalayish	Remnant Himalayish	Remnant Himalayish
thao1240	Thao	ssf	23.8333	120.93	Austronesian	Western Plains Austronesian	Western Plains Austronesian	False	False	Austronesian	Western Plains (Formosa)	Western Plains (Formosa)	Western Plains (Formosa)	Western Plains (Formosa)
thar1276	Tharadari Koli				Indo-European	Indic								
thar1277	Tharadari Bhil				Indo-European	Indic								
thar1278	Tharu (Bhojpuri)				Indo-European	Indic								
thar1280	Tharu				Indo-European	Indic								
thar1281	Thareli				Indo-European	Indic								
thar1282	Thari				Indo-European	Indic								
thar1283	Tharaka	thk	-0.13221	38.073	Atlantic-Congo	Bantoid				Benue-Congo	Bantoid	Bantu (narrow)	Bantu (narrow)	Bantu (narrow)
thar1285	Tharuuca				Afro-Asiatic	Lowland East Cushitic								
thay1247	Thayetmyo				Sino-Tibetan	Kuki-Chin								
thay1248	Thaypan	typ	-14.8292	143.324	Pama-Nyungan	Northern Pama-Nyungan	Northern Pama-Nyungan	False	False	Pama-Nyungan	Paman	Rarmul Pama	Rarmul Pama	Rarmul Pama
thay1249	Thayore	thd	-14.8159	142.034	Pama-Nyungan	Northern Pama-Nyungan	Northern Pama-Nyungan	False	False	Pama-Nyungan	Paman	Western Pama	Western Pama	Western Pama
thee1239	Theen		19.379873	102.414123	Austroasiatic	Palaung-Khmuic								
thee1240	The	thx	14.6733	106.667	Bookkeeping									
them1241	Thembu				Atlantic-Congo	Bantoid								
them1242	Themchen				Sino-Tibetan	Bodic								
thes1234	Thessalian				Indo-European	Greek								
thia1238	Thiang				Nilotic	Nilotic								
thii1234	Thiin	iin			Pama-Nyungan	Western Pama-Nyungan								
thla1238	Thlaro				Atlantic-Congo	Bantoid								
thog1238	Thognaath				Nilotic	Nilotic								
thoi1238	Thoi				Nilotic	Nilotic								
thom1243	Thompson	thp	50.1668	-120.193	Salishan	Interior Salish	Interior Salish	False	False	Salishan	Interior Salish	Northern Interior Salish	Northern Interior Salish	Northern Interior Salish
thoo1240	Tho	tou	19.3563	105.363	Austroasiatic	Viet-Muong								
thop1236	Thopho	ytp	24.15	104.9	Sino-Tibetan	Burmese-Lolo								
thra1248	Thracian Greek				Indo-European	Greek								
thra1249	Thracian Arvanitika				Indo-European	Albanian								
thra1250	Thracian	txh	42.115469	24.711977	Indo-European	Thracian								
thua1237	Thuanga				Austronesian	Oceanic								
thud1238	Thudam	thw	27.7678	87.6189	Bookkeeping									
thui1238	Thui Phum				Sino-Tibetan	Kuki-Chin								
thuk1239	Thukumi				Sino-Tibetan	Kuki-Chin								
thul1246	Thulung	tdh	27.5389	87.6063	Sino-Tibetan	Mahakiranti	Mahakiranti	False	False	Sino-Tibetan	Kiranti	Midwestern Kiranti	Midwestern Kiranti	Midwestern Kiranti
thul1247	Thu Lao	tyl	22.7528	104.251	Bookkeeping									
thur1252	Thuringian				Indo-European	Germanic								
thur1254	Thurawal	tbh	-34.634	150.721	Pama-Nyungan	Southeastern Pama-Nyungan	Southeastern Pama-Nyungan	False	False	Pama-Nyungan	Yuin-Kuric	Yuin-Kuric	Yuin-Kuric	Yuin-Kuric
thur1255	Thuri	thu	8.72567	26.4858	Nilotic	Nilotic								
tiaa1238	Tiaala				Atlantic-Congo	Adamawa								
tiag1235	Tiagbamrin Aizi	ahi	5.28022	-4.62352	Atlantic-Congo	Kru								
tial1239	Tiale	mnl	-15.2334	166.842	Austronesian	Oceanic								
tial1240	Tial				Austronesian	Central Malayo-Polynesian								
tian1237	Tiang	tbj	-2.95505	150.935	Austronesian	Oceanic								
tian1238	Tianjin Mandarin		39.186072	117.215424	Sino-Tibetan	Chinese								
tiao1238	Tiaoxi				Sino-Tibetan	Chinese								
tiap1238	Tiapi				Atlantic-Congo	Mel								
tiau1238	Tiau				Nuclear Trans New Guinea	Asmat-Kamoro								
tiay1238	Tiayai				Timor-Alor-Pantar	Greater Alor								
tibe1272	Tibetan	bod	28.3681	90.1872	Sino-Tibetan	Bodic	Bodic	False	False	Sino-Tibetan	Bodic	Tibetan	Central Tibetan (U-Tsang)	Central Tibetan (U-Tsang)
tibe1274	Tibea	ngy	5.30535	11.3103	Atlantic-Congo	Bantoid								
tibe1277	Tibetan Sign Language		29.651803	91.157981	Sign Language	Sign Languages								
tibi1237	Tibia				Austronesian	Land Dayak								
tich1238	Tichurong	tcn	28.9506	83.4672	Sino-Tibetan	Bodic								
tici1238	Ticinese				Indo-European	Romance								
ticu1245	Ticuna	tca	-3.66289	-69.8723	Ticuna-Yuri	Ticuna	Ticuna	False	False	Tikuna-Yurí	Tikuna-Yurí	Tikuna-Yurí	Tikuna-Yurí	Tikuna-Yurí
tida1235	Tidaá Mixtec	mtx	17.4142	-97.3333	Otomanguean	Mixtecan								
tidi1241	Tidikelt-Tuat Tamazight	tia	27.019	1.86218	Afro-Asiatic	Berber								
tidi1242	Tidikelt				Afro-Asiatic	Berber								
tido1248	Tidore	tvo	0.02461	127.746	North Halmahera	North Halmaheran	North Halmaheran	False	False	West Papuan	North Halmaheran	North Halmaheran	North Halmaheran	North Halmaheran
tiee1238	Tie				Central Sudanic	Bongo-Bagirmi								
tief1242	Tiefo-Daramandugu	tiq	10.7184	-4.52619	Atlantic-Congo	Gur								
tief1244	Tiefo-Nyafogo-Numudara		10.85	-4.45	Atlantic-Congo	Gur								
tiem1235	Tiemacèwè Bozo	boo	15.47052	-4.25688	Mande	Western Mande								
tien1242	Tiene	tii	-2.84694	16.4765	Atlantic-Congo	Bantoid								
tien1243	Tienpo				Atlantic-Congo	Kru								
tiey1235	Tiéyaxo Bozo	boz	14.1223	-5.08609	Mande	Western Mande	Western Mande	False	False	Mande	West Mande	West Mande	West Mande	West Mande
tifa1245	Tifal	tif	-5.03899	141.293	Nuclear Trans New Guinea	Ok	Ok	False	False					
tiga1243	Tigalu				Dravidian	Southern Dravidian								
tiga1244	Tigania				Atlantic-Congo	Bantoid								
tiga1245	Tigak	tgc	-2.70951	150.893	Austronesian	Oceanic	Oceanic	False	False	Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Meso-Melanesian linkage
tige1238	Tige				Atlantic-Congo	Bantoid								
tigl1238	Tiglu				Atlantic-Congo	Kru								
tigo1236	Tigon Mbembe	nza	6.983995	10.70849	Atlantic-Congo	Platoid								
tigr1251	Tigranakert				Indo-European	Armenian								
tigr1252	Tigray				Kunama	Kunama								
tigr1253	Tigre Quechua				Quechuan	Quechuan								
tigr1254	Tigrero				Guahiboan	Guahiban								
tigr1270	Tigre	tig	17.3494	38.2233	Afro-Asiatic	Semitic	Semitic	False	False	Semitic	West Semitic	Southern (West Semitic)	Ethiopean	Ethiopean
tigr1271	Tigrinya	tir	15.3359	38.9266	Afro-Asiatic	Semitic	Semitic	False	False	Semitic	West Semitic	Southern (West Semitic)	Ethiopean	Ethiopean
tigr1275	Tigris Cluster				Afro-Asiatic	Semitic								
tigw1237	Tigwa				Austronesian	Greater Central Philippine								
tiho1238	Tihoun				Atlantic-Congo	Gur								
tiii1240	Ti				Atlantic-Congo	Bantoid								
tiii1241	Tii	txq	-10.8425	122.963	Austronesian	Central Malayo-Polynesian								
tiit1238	Tiitaal				Atlantic-Congo	Adamawa								
tija1235	Tijaltepec Mixtec	xtl	17.1539	-97.4578	Otomanguean	Mixtecan								
tiju1234	Tijuana Sign Language				Bookkeeping									
tika1245	Tika				Kunama	Kunama								
tika1246	Tikar	tik	5.87004	11.6104	Atlantic-Congo	Bantoid	Bantoid	False	False	Benue-Congo	Bantoid	Bantoid	Bantoid	Bantoid
tikh1241	Tikhir				Sino-Tibetan	Kuki-Chin								
tikh1243	Tikhakic		27.381782	96.024393	Sino-Tibetan	Northern Naga								
tikh1244	Tikhak				Sino-Tibetan	Northern Naga								
tiko1237	Tikopia	tkp	-12.2766	168.822	Austronesian	Oceanic				Austronesian	Austronesian	Austronesian	Austronesian	Austronesian
tila1238	Tilamuta				Austronesian	Greater Central Philippine								
tila1239	Tilapa Otomi	otl	19.4403	-99.5074	Otomanguean	Otomian				Otomanguean	Otomian	Otomian	Otomian	Otomian
till1253	Til				Atlantic-Congo	Bantoid								
till1254	Tillamook	til	44.0924	-122.769	Salishan	Tillamook	Tillamook	False	False	Salishan	Coast Salish	Coast Salish	Coast Salish	Coast Salish
tilq1235	Tilquiapan Zapotec	zts	16.8529	-96.6321	Otomanguean	Zapotecan								
tilu1238	Tilung	tij	27.2203	86.4694	Sino-Tibetan	Mahakiranti								
tima1241	Tima	tms	11.7176	29.1632	Katla-Tima	Katla-Tima	Katla-Tima	False	False	Kordofanian	Kordofanian	Kordofanian	Kordofanian	Kordofanian
timb1251	Timbe	tim	-6.06875	147.057	Nuclear Trans New Guinea	Finisterre-Huon				Finisterre-Huon	Huon	Western Huon	Western Huon	Western Huon
timb1252	Timbunki				Nuclear Trans New Guinea	Chimbu								
timb1254	Timbira				Nuclear-Macro-Je	Ge-Kaingang								
timb1262	Timbaro				Afro-Asiatic	Highland East Cushitic								
timb1263	Timbuktu				Afro-Asiatic	Berber								
timi1241	Timingir				Nuclear Torricelli	Kombio-Arapesh								
timn1235	Timne	tem	8.90294	-12.3331	Atlantic-Congo	Mel	Mel	False	False	South Atlantic	South Atlantic	South Atlantic	South Atlantic	South Atlantic
timo1237	Timote-Cuica		8.848165	-70.975342		Timote-Cuica								
timo1258	Timor Pidgin	tvy	-8.65995	125.59	Indo-European	Creoles and Pidgins								
timo1262	Timok Vlach				Indo-European	Romance								
timo1263	Timote				Timote-Cuica	Timote-Cuica								
timo1264	Timok				Indo-European	Slavic								
timu1245	Timucua	tjm	30.3027	-82.3132		Timucua	Timucua	False	False	Timucua	Timucua	Timucua	Timucua	Timucua
timu1261	Timu				Austronesian	Central Malayo-Polynesian								
timu1262	Timugon Murut	tih	5.1796	115.826	Austronesian	North Borneo	North Borneo	False	False	Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	Western Malayo-Polynesian non-clade	Western Malayo-Polynesian non-clade
timu1263	Timugon				Austronesian	North Borneo								
timu1264	Timur				Tor-Orya	Orya								
timu1265	Timuqva				Timucua	Timucua								
tina1246	Tinani	lbf	32.2852	77.9912	Sino-Tibetan	Bodic	Bodic	False	False	Sino-Tibetan	West Himalayish	Greater Kinnauri	Greater Kinnauri	Greater Kinnauri
tina1247	Tinam				Hatam-Mansim	Hatam								
tina1248	Tinà Sambal	xsb	15.5797	120.095	Austronesian	Central Luzon								
tina1249	Tinaloctoc				Austronesian	Northern Luzon								
tina1250	Tinagas				Austronesian	North Borneo								
tina1254	Tina				Afro-Asiatic	Semitic								
tind1238	Tindi	tin	42.3316	45.9227	Nakh-Daghestanian	Avar-Andic-Tsezic	Avar-Andic-Tsezic	False	False	Nakh-Daghestanian	Daghestanian	Avar-Andic	Andic	Andic
tind1242	Tindal				Austronesian	North Borneo								
ting1238	Tingui-Boto	tgv	-11.5816	-37.538	Bookkeeping									
ting1250	Tingzhou				Sino-Tibetan	Chinese								
ting1251	Tingong				Atlantic-Congo	Bantoid								
ting1252	Tinglayan				Austronesian	Northern Luzon								
ting1253	Tingal	tie	12.1797	31.1244	Bookkeeping									
tini1245	Tinigua	tit	2.716	-73.768		Tinigua				Tiniguan	Tiniguan	Tiniguan	Tiniguan	Tiniguan
tini1247	Tinigua Proper				Tinigua	Tinigua								
tinj1237	Tinjar Sibop				Austronesian	North Borneo								
tinn1238	Drindari–Kalajdži–Bugurdži				Indo-European	Indic								
tino1235	Tinoc Kallahan	tne	16.7899	120.994	Austronesian									
tinp1237	Tinputz	tpz	-5.58358	154.972	Austronesian	Oceanic								
tins1238	Drindari				Indo-European	Indic								
tint1241	Tintekiya				Sino-Tibetan	Bodo-Garo								
tint1242	Tinta				Atlantic-Congo	Bantoid								
tiof1238	Tioffo				Atlantic-Congo	Kwa								
tipi1239	Tipinini				Nuclear Trans New Guinea	Engan								
tipl1238	Tiple				Nuclear Trans New Guinea	Mek								
tipp1239	Tippera	tpe	23.5864	92.0747	Sino-Tibetan	Bodo-Garo								
tira1253	Tirahi	tra	34.1792	69.5901	Indo-European	Indic								
tira1254	Tira	tic	11.0963	30.8092	Heibanic	Heiban				Kordofanian	Kordofanian	Kordofanian	Kordofanian	Kordofanian
tira1255	Tira El Akhdar				Heibanic	Heiban								
tira1256	Tira Mandi				Heibanic	Heiban								
tira1257	Tira Lumum				Heibanic	Heiban								
tira1258	Tiranige Diga Dogon	tde	14.76	-3.7	Dogon	Dogon								
tirh1244	Tirhari (Kanauji)				Indo-European	Indic								
tirh1245	Tirhari (Bundeli)				Indo-European	Indic								
tirh1246	Tirhari				Indo-European	Indic								
tiri1256	Tiriya				Dravidian	Central Dravidian								
tiri1257	Tiriki				Atlantic-Congo	Bantoid								
tiri1258	Tiri-Mea	cir	-21.8147	165.792	Austronesian	Oceanic	Oceanic	False	False	Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Southern Melanesian
tiri1261	Tiri				Austronesian	Oceanic								
tirm1240	Tirma				Surmic	Surmic								
tiru1241	Tiruray	tiy	6.77321	124.127	Austronesian	Bilic	Bilic	False	False	Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	Western Malayo-Polynesian non-clade	Western Malayo-Polynesian non-clade
tish1239	Tishena				Surmic	Surmic								
tism1237	Tisman				Austronesian	Oceanic								
tisq1238	Christian Tisqopa				Afro-Asiatic	Semitic								
tita1240	Tita	tdq	8.19382	10.1272	Atlantic-Congo	Nupoid								
tita1241	Titan	ttv	-2.18168	146.888	Austronesian	Oceanic								
tito1234	Titong				Atlantic-Congo	Bantoid								
titt1238	Tit				Afro-Asiatic	Berber								
tive1236	Tiverighotto		10.102185	-62.515411	Cariban	Cariban								
tivv1240	Tiv	tiv	6.88039	9.26287	Atlantic-Congo	Bantoid	Bantoid	False	False	Benue-Congo	Bantoid	Bantoid	Bantoid	Bantoid
tiwa1253	Tiwa (India)	lax	26.0667	92.2583	Sino-Tibetan	Bodo-Garo								
tiwi1244	Tiwi	tiw	-11.6308	130.949		Tiwian	Tiwian	True	True	Tiwi	Tiwi	Tiwi	Tiwi	Tiwi
tiwo1237	Tiworo				Austronesian	Celebic								
tiya1238	Tiyal				Atlantic-Congo	Kainji								
tjak1234	Tjakut				Pama-Nyungan	Southeastern Pama-Nyungan								
tjug1234	Tjugasjir				Tungusic	Tungusic								
tjur1240	Tjurruru	tju	-22.842	118.267	Pama-Nyungan	Western Pama-Nyungan								
tkhu1238	T. Khullen				Sino-Tibetan	Kuki-Chin								
tkhu1242	Tkhuma				Afro-Asiatic	Semitic								
tlac1235	Tlachichilco Tepehua	tpt	20.704	-98.1947	Totonacan	Totonacan	Totonacan	False	False					
tlac1237	Tlacoapa Me'phaa	tpl	17.3262	-98.8013	Otomanguean	Subtiaba-Tlapanec								
tlac1239	Tlacoatzintepec Chinantec	ctl	17.8646	-96.5176	Otomanguean	Chinantecan								
tlac1240	Tlacolulita Zapotec	zpk	16.2971	-95.7414	Otomanguean	Zapotecan								
tlah1238	Tlahaping				Atlantic-Congo	Bantoid								
tlah1239	Tlahuitoltepec Mixe	mxp	16.9634	-96.1186	Mixe-Zoque	Mixe-Zoque	Mixe-Zoque	False	False	Mixe-Zoque	Mixe-Zoque	Mixe-Zoque	Mixe-Zoque	Mixe-Zoque
tlal1234	Tlalitzlipa Nahuatl	nhj			Bookkeeping									
tlam1238	Tlam Tlaih				Sino-Tibetan	Kuki-Chin								
tlam1239	Tlamacazapa Nahuatl	nuz	18.6239	-99.3992	Uto-Aztecan	Aztecan								
tlau1238	Tlau				Sino-Tibetan	Kuki-Chin								
tlaz1235	Tlazoyaltepec Mixtec	mqh	17.02704	-96.97827	Otomanguean	Mixtecan								
tlha1241	Tlhaping				Atlantic-Congo	Bantoid								
tlha1242	Tlharo				Atlantic-Congo	Bantoid								
tlin1245	Tlingit	tli	59.4447	-135.29	Athabaskan-Eyak-Tlingit	Tlingit	Tlingit	False	True	Na-Dene	Tlingit	Tlingit	Tlingit	Tlingit
tlis1238	Tlisi				Nakh-Daghestanian	Avar-Andic-Tsezic								
tlja1234	Tljanub				Nakh-Daghestanian	Avar-Andic-Tsezic								
tlok1241	Tlokwa				Atlantic-Congo	Bantoid								
tlon1239	Tlongsai				Sino-Tibetan	Kuki-Chin								
tlya1238	Tlyadaly				Nakh-Daghestanian	Avar-Andic-Tsezic								
tmag1238	Tmagourt				Afro-Asiatic	Berber								
toaa1239	Toa				Arawakan	Caribbean Arawakan								
toab1237	To'abaita	mlu	-8.39233	160.619	Austronesian	Oceanic	Oceanic	False	False	Austronesian	Malayo-Polynesian	Oceanic	Southeast Solomonic	Longgu/Malaita/Makira
toak1237	Toak				Austronesian	Oceanic								
toal1234	Toala'	tlz			Bookkeeping									
toar1246	Toaripi	tqo	-8.07231	146.206	Eleman	Eleman Proper	Eleman Proper	False	False	Eleman	Eleman	Eleman	Eleman	Eleman
toba1264	Toba (Ethiopia)				Ta-Ne-Omotic	North Omotic								
toba1266	Tobati	tti	-2.56434	140.71	Austronesian	Oceanic	Oceanic	False	False	Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	North New Guinea linkage
toba1267	Tobaku				Austronesian	Celebic								
toba1268	Toba-Maskoy	tmf	-21.5474	-58.0158	Lengua-Mascoy	Mascoian								
toba1269	Toba	tob	-23.77	-61.96	Guaicuruan	South Guaicuruan	South Guaicuruan	False	False	Guaicuruan	Guaicuruan	Guaicuruan	Guaicuruan	Guaicuruan
toba1270	Toba-Pilagá				Guaicuruan	South Guaicuruan								
toba1280	Tobanga	tng	9.8289	16.209	Afro-Asiatic	East Chadic								
toba1282	Tobagonian Creole English	tgh	11.2388	-60.6791	Indo-European	Creoles and Pidgins								
tobe1250	Tobea Besar				Austronesian	Celebic								
tobe1252	Tobelo	tlb	1.0946	128.154	North Halmahera	North Halmaheran	North Halmaheran	False	False	West Papuan	North Halmaheran	North Halmaheran	North Halmaheran	North Halmaheran
tobi1238	Tobian	tox	3.004528	131.171295	Austronesian	Oceanic								
tobi1239	Tobilung	tgb	6.56097	116.67	Austronesian	North Borneo								
tobo1249	Tobol-Irtysh				Turkic	Turkic								
tobo1250	Tobol				Turkic	Turkic								
tobo1251	Tobo	tbv	-6.36263	147.376	Nuclear Trans New Guinea	Finisterre-Huon								
tobu1238	Tobunyuo				Sino-Tibetan	Northern Naga								
tobu1241	To-Buan				Austronesian	Malayo-Sumbawan								
toca1235	Tocantins Asurini	asu	-3.59359	-49.8991	Tupian	Tupi-Guaraní	Tupi-Guaraní	False	False	Tupian	Tupi-Guaraní	Tupi-Guaraní	Tupi-Guaraní	Tupi-Guaraní
toce1238	Tocenga				Atlantic-Congo	Bantoid								
toch1257	Tocho	taz	10.8828	30.1567	Narrow Talodi	Talodi								
toch1258	Tochigi				Japonic	Japanese								
toda1252	Toda	tcx	11.4184	77.0168	Dravidian	Southern Dravidian	Southern Dravidian	False	False	Dravidian	South Dravidian	South Dravidian I	South Dravidian I	South Dravidian I
todj1234	Todja				Turkic	Turkic								
todo1238	Todos Santos Almolonga Popoloca				Otomanguean	Popolocan								
todr1244	Todrah	tdr	14.5672	108.114	Austroasiatic	Bahnaric								
toem1238	Toemoetoe				Nuclear Trans New Guinea	Ok								
toen1238	Toende				Atlantic-Congo	Gur								
tofa1246	Tofanma	tlg	-3.74322	140.591	Namla-Tofanma	Namla-Tofanma								
tofa1248	Tofa				Turkic	Turkic								
toff1238	Tof				Afro-Asiatic	West Chadic								
tofi1235	Tofin Gbe	tfi	6.51774	2.43226	Atlantic-Congo	Kwa								
togb1241	Togbo-Vara Banda	tor	6.35815	22.7362	Atlantic-Congo	Ubangi								
togb1242	Togbo				Atlantic-Congo	Ubangi								
togo1251	Togo (Ewe)				Atlantic-Congo	Kwa								
togo1252	Togoyo	tgy	8.6629	25.9756	Atlantic-Congo	Ubangi								
togo1253	Togo				Atlantic-Congo	Gur								
togo1254	Togo Kan				Dogon	Dogon								
toho1244	Tōhoku				Japonic	Japanese								
toho1245	Tohono O'odham	ood	31.7973	-111.995	Uto-Aztecan	Tepiman	Tepiman	False	False	Uto-Aztecan	Southern Uto-Aztecan	Sonoran	Sonoran	Sonoran
toho1246	Tohono O'odam				Uto-Aztecan	Tepiman								
tois1237	Toishanese				Sino-Tibetan	Chinese								
tojo1241	Tojolabal	toj	16.2572	-91.7825	Mayan	Mayan	Mayan	False	False	Mayan	Greater Kanjobalan	Chujean	Chujean	Chujean
